,review_content
12156,"['gross', 'comedy', 'star', 'two', 'member', 'whitest', 'kid', 'know', 'one', 'bad', 'movie', 'see', 'two', 'buddy', 'take', 'road', 'trip', 'playboy', 'mansion', 'defecate', 'way', 'apropos', 'since', 'movie', 'crap']"
16286,"['tatum', 'paper', 'moon', 'fluke', 'bear', 'actress']"
7551,"['perhaps', 'scott', 'ever', 'restless', 'shoot', 'style', 'quite', 'differentiate', 'peak', 'troughs', 'narrative', 'yet', 'still', 'engross', 'account', 'intersection', 'process', 'ethic']"
2519,"['test', 'endurance', 'survive']"
15843,"['solidly', 'okay', 'saturday', 'night', 'effort', 'unambitious', 'consider', 'talent', 'involve', 'maybe', 'rodriguez', 'direct', 'predator', 'resurrection', 'get', 'science', 'fiction', 'writer', 'script']"
16058,"['one', 'hand', 'stonewall', 'uprising', 'show', 'far', 'come', 'toward', 'enlightenment', 'tolerance', 'since', 'hot', 'june', 'night', 'reminds', 'still', 'many', 'mind', 'change', 'right', 'win']"
31906,"['suppose', 'snappy', 'material', 'come', 'across', 'gloomy']"
47694,"['movie', 'mixed', 'bag', 'worth', 'see', 'good', 'stuff', 'lesson', 'productive', 'allow', 'character', 'say', 'might', 'actually', 'say']"
35199,"['warm', 'clever', 'romantic', 'comedy', 'stand', 'offer', 'good', 'time', 'two', 'hour', 'despite', 'myriad', 'implausibility']"
1627,"['exaggerated', 'production', 'value', 'overrun', 'everything', 'include', 'director', 'charles', 'vidor', 'hardly', 'seem', 'know', 'way', 'turn']"
26685,"['sort', 'get', 'kick', 'watch', 'nicholas', 'hang', 'man', 'string', 'christmas', 'light', 'impale', 'topless', 'woman', 'set', 'deer', 'antler', 'well', 'silent', 'night', 'deadly', 'night', 'definitely', 'film']"
23327,"['see', 'peril', 'death', 'boredom']"
41179,"['neither', 'boorman', 'cinematic', 'expertise', 'gleeson', 'canny', 'performance', 'enough', 'make', 'care', 'cahill', 'destruction']"
22688,"['newman', 'performance', 'ben', 'quick', 'script', 'blunts', 'mean', 'keen', 'cackle', 'edge', 'scythe']"
5393,"['movie', 'depend', 'support', 'character', 'tell', 'audience', 'good', 'romantic', 'lead', 'together', 'know', 'trouble', 'deep']"
42338,"['anna', 'king', 'lot', 'offer']"
9787,"['mac', 'could', 'wish', 'good', 'final', 'film', 'picture', 'entertainer', 'damn', 'one']"
44567,"['unlike', 'summer', 'movie', 'action', 'mostly', 'real', 'rugged', 'bullet', 'fist']"
49101,"['respectable', 'enough', 'low', 'term', 'picture', 'disappointingly', 'conventional', 'unimaginative']"
30376,"['filmmaker', 'alan', 'parker', 'superb', 'job', 'instantly', 'lure', 'viewer', 'deliberately', 'pace', 'proceeding']"
388,"['one', 'best', 'disney', 'live', 'action', 'film', 'classic', 'fantasy', 'adventure']"
2832,"['lifetime', 'relies', 'interview', 'archival', 'footage', 'may', 'great', 'documentary', 'certainly', 'get', 'point', 'across']"
48624,"['uneven', 'unfocused', 'inspire', 'silliness']"
487,"['neither', 'grand', 'enough', 'impressive', 'antic', 'enough', 'charming', 'movie', 'settle', 'bland', 'frantic', 'climax', 'showdown', 'among', 'decadent', 'pyramid', 'builder']"
30896,"['dialogue', 'sings', 'direction', 'clean', 'nearly', 'countless', 'moment', 'still', 'stand', 'iconic', 'today']"
7703,"['much', 'film', 'charm', 'come', 'scruffy', 'self', 'efface', 'modesty', 'relaxed', 'affable', 'underdog', 'relaxed', 'affable', 'underdog']"
30810,"['every', 'moment', 'fit', 'neatly', 'together', 'almost', 'machined', 'way', 'time', 'lop', 'sequence', 'prove', 'oddly', 'delightful']"
30204,"['true', 'classic', 'anti', 'war', 'cinema']"
10851,"['splinter', 'get', 'element', 'make', 'great', 'midnight', 'movie', 'something', 'horror', 'fan', 'tell', 'one', 'another', 'week', 'maybe', 'month', 'afterwards']"
32326,"['henri', 'interest', 'relationship', 'age', 'authoress', 'sophie', 'brzeska', 'lose', 'director', 'override', 'credo', 'art', 'film', 'matter', 'much', 'energy', 'exert']"
29465,"['delightfully', 'trashy', 'piece', 'americana']"
9745,"['one', 'could', 'accuse', 'soul', 'men', 'originality', 'crib', 'liberally', 'countless', 'buddy', 'film', 'road', 'movie', 'offer', 'enough', 'energy', 'humor', 'overcome', 'shortcoming']"
2521,"['amazing', 'little', 'stay', 'alive', 'actually', 'know', 'videogame', 'culture', 'terror', 'lite', 'tale', 'set']"
4736,"['seldom', 'laugh', 'loud', 'funny', 'script', 'witty', 'insight', 'pegg', 'last', 'film', 'pegg', 'bumble', 'charm', 'enough', 'make', 'movie', 'run']"
4472,"['surprise', 'speedy', 'pace', 'smatter', 'laugh', 'along', 'way', 'well', 'know', 'turn', 'alec', 'baldwin', 'tank', 'even', 'piggish', 'father', 'make', 'best', 'friend', 'girl', 'date', 'entirely', 'skip']"
22567,"['fracture', 'funny', 'production', 'transport', 'rather', 'reluctantly', 'stage', 'screen']"
5660,"['despite', 'rather', 'highbrow', 'pedigree', 'good', 'journey', 'along', 'predetermined', 'path', 'book', 'burning', 'concentration', 'camp', 'reek', 'middlebrow', 'button', 'push', 'cast', 'clip', 'british', 'accent', 'nothing', 'dispel']"
4909,"['gallon', 'titular', 'correction', 'fluid', 'may', 'help', 'dominic', 'sena', 'abysmal', 'thriller', 'apply', 'juncture', 'graphic', 'novel', 'feature', 'film', 'script', 'stage']"
27273,"['great', 'pick', 'repeat', 'viewing']"
16559,"['trama', 'extremamente', 'complexa', 'uma', 'mera', 'desculpa', 'para', 'dilogos', 'perfeitos', 'para', 'presena', 'sempre', 'intensa', 'bogart']"
10687,"['supernatural', 'horror', 'nonsense', 'toast']"
13665,"['worth', 'next', 'generation', 'special', 'alone', 'especially', 'witnessed']"
27733,"['sci', 'shocker', 'surprisingly', 'timely']"
43247,"['eye', 'beholder', 'less', 'throws', 'vertigo', 'conversation', 'body', 'double', 'help', 'duel', 'sun', 'blender', 'hit', 'puree']"
18713,"['lean', 'bolt', 'pay', 'tribute', 'tolstoyan', 'ambition', 'pasternak', 'samizdat', 'novel', 'also', 'real', 'contemporary', 'relevance', 'story', 'suppress', 'writer']"
44690,"['gruesome', 'hybrid', 'mix', 'sentimentality', 'brutality', 'suggest', 'lethal', 'weapon', 'movie', 'direct', 'norman', 'rockwell']"
12823,"['fame', 'today', 'usual', 'gritty', 'form', 'slick', 'every', 'way', 'amateur', 'hour', 'half']"
32542,"['good', 'perfect']"
5458,"['like', 'many', 'vega', 'wedding', 'mean', 'spirit', 'romantic', 'comedy', 'make', 'sense', 'drunk']"
14636,"['funny', 'darker', 'might', 'expect', 'although', 'tone', 'fluctuates', 'wildly', 'enough', 'seriously', 'disorientate']"
45013,"['true', 'stoner', 'ethos', 'script', 'often', 'settle', 'stale', 'roach', 'spark', 'fresh', 'fatty']"
8124,"['best', 'middle', 'see', 'long', 'time']"
39447,"['scene', 'evaporate', 'eye', 'bad', 'pun', 'roll', 'hero', 'anti', 'hero', 'tongue', 'lay', 'dead', 'foot']"
21093,"['heckuva', 'lot', 'fun']"
30515,"['beauty', 'film', 'directness', 'obligatory', 'scene', 'also', 'original', 'touch', 'one', 'movie', 'heart', 'right', 'place']"
13197,"['director', 'never', 'bother', 'delve', 'men', 'need', 'simple', 'answer', 'avoid', 'complication', 'cost']"
5888,"['subtle', 'dance', 'around', 'morality', 'seductive', 'elegantly', 'design', 'room', 'take', 'place', 'even', 'shadow', 'cozy']"
41701,"['unusual', 'film', 'human', 'sexual', 'relation', 'tell', 'completely', 'woman', 'perspective', 'show', 'graphically', 'always', 'tastefully', 'heat', 'passion']"
32860,"['perfect', 'illusion', 'tender', 'romance', 'fantasy', 'emotional', 'certain', 'portion', 'act', 'character', 'strike', 'depth', 'comparable', 'sincerity', 'human', 'player', 'film', 'approach', 'real', 'greatness']"
12379,"['clear', 'polanski', 'cramp', 'frame', 'director', 'chapa', 'know', 'little', 'filmmaking', 'subject']"
9568,"['sort', 'dilbert', 'riff', 'lower', 'food', 'chain']"
45523,"['atmosphere', 'slow', 'creep', 'dread', 'throughout', 'film', 'like', 'anticipation', 'creature', 'around', 'next', 'corner']"
47565,"['one', 'deduce', 'boredom', 'free', 'sex', 'bring', 'reeve', 'back', 'theron', 'extend', 'stay', 'nothing', 'day', 'view', 'earth', 'shatter']"
9447,"['initially', 'intriguing', 'premise', 'plenty', 'slick', 'production', 'value', 'suffers', 'style', 'substance', 'diminish', 'suspense', 'plot', 'feel', 'bland', 'inane', 'ultimately', 'underwhelming']"
28938,"['peculiar', 'peculiarly', 'fascinate']"
7158,"['blow', 'endgame', 'jar', 'shift', 'con', 'game', 'finale', 'turn', 'intriguing', 'drama', 'another', 'popcorn', 'movie', 'movie', 'equivalent', 'say', 'hit', 'get', 'show']"
6531,"['sugarplum', 'movie', 'hold', 'together', 'good', 'intention', 'paperclip', 'appeal', 'cast', 'seasonal', 'sweetness', 'make', 'perfect', 'holiday', 'treat', 'pleasantly', 'enjoyable', 'one']"
32253,"['film', 'gorgeous', 'look', 'period', 'accouterment', 'wandering', 'explore', 'space', 'house', 'full', 'secret', 'passageway', 'use', 'color']"
37329,"['arthur', 'miller', 'story', 'hysteria', 'persecution', 'social', 'injustice', 'classy', 'powerful', 'marvelous', 'act']"
4211,"['actually', 'well', 'premise', 'trailer', 'might', 'lead', 'expect']"
6245,"['much', 'remain', 'purposefully', 'pointless', 'elli', 'jordan', 'never', 'attempt', 'reframe', 'dead', 'eye', 'hedonism', 'solipsism', 'make', 'character', 'hard', 'care']"
15547,"['witty', 'urbane', 'thoroughly', 'entertain']"
31649,"['spike', 'lee', 'call', '1992', 'malcolm', 'picture', 'bear', 'make', 'star', 'denzel', 'washington', 'refer', 'titular', 'civil', 'right', 'leader', 'role', 'lifetime', 'right', 'blu', 'ray']"
49278,"['script', 'terrific', 'retro', 'style', 'well', 'direct', 'make', 'engross', 'showcase', 'trio', 'star']"
18452,"['julie', 'christie', 'must', 'see', 'oscar', 'win', 'performance']"
47453,"['script', 'line', 'racial', 'humor', 'gag', 'relatively', 'inoffensive', 'support', 'cast', 'mostly', 'quite', 'good', 'film', 'gradually', 'develop', 'dreamy', 'charm']"
39051,"['hard', 'resist', 'movie', 'great', 'actor', 'like', 'paul', 'newman', 'gene', 'hackman', 'susan', 'sarandon', 'james', 'garner', 'twilight', 'almost', 'make', 'want']"
45592,"['minute', 'go', 'wastes', 'talent', 'two', 'hollywood', 'great', 'bruce', 'willis', 'michael', 'chiklis', 'collect', 'paycheck']"
45650,"['definitely', 'cut', 'current', 'crop', 'teen', 'orient', 'comedy', 'thanks', 'appeal', 'cast', 'fresh', 'face', 'well', 'surprisingly', 'literate', 'script']"
4842,"['script', 'whiteout', 'shockingly', 'boring', 'center', 'around', 'mystery', 'pas', 'writer', 'meeting', 'csi', 'antarctica']"
11635,"['raunchy', 'ruthlessly', 'naughty', 'buzz', 'headache']"
46963,"['altmanesque', 'multi', 'layer', 'narrative', 'cover', 'every', 'aspect', 'illegal', 'drug', 'trade', 'mexico', 'unite', 'state']"
42037,"['certain', 'stretch', 'truly', 'sparkle', 'movie', 'inventive', 'winslow', 'boy', 'relax', 'goofy', 'midsummer', 'night', 'dream']"
33721,"['performance', 'make', 'movie', 'special']"
45819,"['fuqua', 'pace', 'slack', 'suspense', 'get', 'story', 'gear', 'give', 'important', 'detail', 'minor', 'one', 'exactly', 'weight']"
31911,"['much', 'enjoyable', 'think', 'griffith', 'johnson', 'sizzle']"
48982,"['touch', 'everything', 'insanity', 'uniquely']"
42902,"['film', 'go', 'character', 'get', 'depth', 'situation', 'stay', 'reasonably', 'fresh', 'humour', 'keep', 'thing', 'mostly', 'belt']"
30825,"['try', 'combine', 'drama', 'comedy', 'one', 'movie', 'often', 'result', 'bittersweet', 'compromise', 'high', 'heel', 'spanish', 'director', 'pedro', 'almodovar', 'mix', 'farce', 'passion', 'way', 'heighten', 'extreme']"
6907,"['instead', 'sweep', 'along', 'box', 'sits', 'like', 'something', 'unclaimed', 'lose', 'find', 'damage', 'good']"
29891,"['woody', 'allen', 'explores', 'question', 'mean', 'purpose', 'haunt', 'modern', 'day', 'americans', 'abundance', 'material', 'possession', 'lack', 'inner', 'rich']"
26363,"['original', 'scarface', 'loosely', 'boldly', 'base', 'notorious', 'life', 'legend', 'capone', 'invent', 'modern', 'american', 'gangster', 'film', 'blow']"
19694,"['creepy', 'moody', 'downright', 'gory', 'science', 'fiction', 'horror', 'flic', 'generate', 'many', 'moment', 'utter', 'disgust', 'revulsion', 'pleasure', 'sympathy']"
26480,"['one', 'would', 'ever', 'accuse', 'alfred', 'hitchcock', 'shadow', 'doubt', 'plausible', 'frame', 'distinctively', 'hitchcock', 'style', 'play', 'firmly', 'never', 'break', 'story']"
43504,"['film', 'whose', 'tone', 'sync', 'simple', 'ribald', 'conceit', 'mildly', 'amusing', 'best']"
31350,"['excellent', 'performance', 'pollack', 'davis', 'particular', 'make', 'one', 'woody', 'fine', '90']"
32677,"['rather', 'stagy', 'creaky', 'early', 'talkie', '1931', 'alfred', 'hitchcock']"
33719,"['delight', 'anyone', 'appreciate', 'genuine', 'emotion', 'insight', 'beautiful', 'filmmaking']"
14791,"['audience', 'may', 'leave', 'fee', 'stranded', 'film', 'wobbly', 'characterization', 'draw', 'drama']"
49104,"['perhaps', 'disappointing', 'lack', 'psychological', 'subtlety']"
5822,"['taste', 'bitter', 'fruit', 'globalization']"
39389,"['sexy', 'funny', 'crime', 'thriller']"
93,"['attempt', 'replicate', 'phenomenon', 'harry', 'potter']"
4170,"['one', 'year', 'well', 'study', 'human', 'soul']"
30004,"['solid', 'medical', 'drama', 'williams', 'terrific', 'straight', 'role']"
49820,"['huff', 'like', 'bus', 'head', 'uphill', 'sonnenfeld', 'company', 'shovel', 'weirdness', 'hope', 'best']"
7485,"['yet', 'spite', 'movie', 'high', 'tech', 'veneer', 'top', 'bill', 'star', 'body', 'lie', 'depressingly', 'inert']"
29614,"['solid', 'levinson', 'tale', 'well', 'act']"
33161,"['story', 'unoriginal', 'dull', 'direction', 'break', 'anything']"
12132,"['smarmy', 'premise', 'become', 'unspeakably', 'offensive', 'movie', 'mess', 'disgust', 'dull', 'need', 'bath', 'see', 'need', 'exorcism']"
41384,"['family', 'fare', 'pure', 'sweet', 'rat']"
19697,"['instead', 'pretty', 'good', 'cautionary', 'fable', 'limit', 'technology', 'show', 'tell', 'fifth', 'grade', 'biology']"
839,"['rectangle', 'within', 'rectangle', 'symmetry', 'window', 'within', 'frame', 'movie', 'screen', 'open', 'scene', 'reinforces', 'notion', 'filmgoer', 'essentially', 'license', 'peeping', 'tom']"
38203,"['good', 'film', 'offer', 'pleasant', 'surprise', 'expect', 'steven', 'seagal', 'flick']"
29888,"['strange', 'magical', 'film']"
23177,"['eminently', 'worthy', 'stylish']"
45587,"['almost', 'every', 'element', 'film', 'seemingly', 'engineer', 'ultra', 'slapdash', 'ineptitude']"
44906,"['loser', 'win', 'credit', 'lusterless', 'college', 'tale']"
16969,"['attack', 'political', 'system', 'corrupt', 'mild', 'today', 'even', 'expand', 'corrupt', 'time']"
42086,"['despite', 'strong', 'cast', 'film', 'mess', 'incohesiveness', 'fragment', 'storytelling']"
4032,"['identify', 'scrooge', 'point', 'blatant', 'fakery', 'scary', 'picture', 'seventh', 'seal', 'sock', 'puppet']"
17805,"['guy', 'like', 'full', 'frontal', 'nudity', 'kinky', 'tie', 'sex', 'scene', 'interesting', 'film', 'watch', 'reason']"
13230,"['action', 'really', 'suffer', 'anime', 'dynamism', 'fizzle', 'every', 'samurai', 'duel', 'fall', 'back', 'fake', 'look', 'squibs', 'blur', 'fast', 'cut', 'see', 'nothing', 'camera', 'angle']"
13589,"['another', 'weak', 'story', 'sub', 'movie', 'dialogue', 'partly', 'compensate', 'intensely', 'conceive', 'geometric', 'design', 'special', 'effect']"
26999,"['particularly', 'special', 'entry', 'ford', 'already', 'lengthy', 'career', 'first', 'absolutely', 'perfect', 'movie']"
30975,"['film', 'much', 'anxious', 'attain', 'literary', 'style', 'accurate', 'portrayal', 'war', 'fight', 'make', 'point']"
6060,"['easy', 'hundred', 'actor', 'technician', 'stunt', 'people', 'show', 'work', 'every', 'day', 'make', 'movie', 'whose', 'message', 'essentially', 'see', 'movie']"
90,"['bit', 'hard', 'see', 'quite', 'percy', 'jackson', 'lighten', 'thief', 'market', 'lie', 'adult', 'juvenile', 'juvenile', 'adult']"
29963,"['precursor', 'far', 'well', 'rear', 'window', 'noir', 'see', 'well', 'day']"
8450,"['flashy', 'high', 'octane', 'frenetic', 'aim', 'small', 'fry', 'audience']"
9917,"['mostly', 'matador', 'romanticizes', 'brutal', 'tradition', 'place', '21st', 'century']"
19116,"['test', 'various', 'performer', 'include', 'newcomer', 'name', 'paul', 'newman', 'kazan', 'go', 'unknown', 'dean', 'move', 'immediately', 'yield', 'dividend']"
29163,"['like', 'real', 'navy', 'seal', 'suppose', 'get', 'quickly', 'remain', 'memory', 'long']"
43474,"['nice', 'breather', 'relentless', 'humor', 'extraterrestrial', 'procreation']"
53,"['director', 'chris', 'columbus', 'bring', 'together', 'modern', 'mythical', 'sphere', 'sharp', 'pacing', 'nifty', 'sense', 'fun', 'atone', 'film', 'dippier', 'moment', 'enjoyable', 'effort', 'since', 'harry', 'potter', 'chamber', 'secret']"
3386,"['something', 'perversely', 'appeal', 'film', 'maybe', 'way', 'interview', 'astutely', 'comment', 'celebrity', 'perception', 'well', 'question', 'sincerity', 'truthfulness', 'medium']"
27154,"['dialogue', 'surpassingly', 'mawkish', 'barbra', 'streisand', 'performance', 'non', 'stop', 'aria', 'self', 'regard', 'cuteness', 'short', 'star', 'bear', 'real', 'stinkeroo', 'waste', 'potentially', 'good', 'idea']"
5798,"['gently', 'move', 'film', 'warm', 'heart', 'easily', 'break']"
6244,"['informer', 'prove', 'ellis', 'story', 'difficult', 'realise', 'big', 'screen', 'perhaps', 'best', 'leave', 'printed', 'page', 'imagination']"
49314,"['single', 'mindedness', 'still', 'make', 'refreshing', 'change', 'preposterous', 'bloat', 'contemporary', 'action', 'movie']"
1042,"['purity', 'heart', 'purpose', 'make', 'sheer', 'infectious', 'fun']"
6010,"['untraceable', 'brain', 'class', 'act', 'psychothriller', 'like', 'silence', 'lamb', 'lack', 'ball', 'juice', 'trashy', 'verve', 'saw', 'series', 'stick', 'middle', 'leave', 'everyone', 'strand', 'actor', 'audience', 'alike']"
11118,"['find', 'enjoy', 'proposal', 'felt', 'chuckle', 'predicament', 'feel', 'odd', 'unsolicited', 'tear', 'moisten', 'eye', 'cue', 'third', 'act']"
9857,"['frankensteinian', 'mishmash', 'part', 'drawing', 'derive', 'tim', 'burton', 'graft', 'onto', 'script', 'fill', 'shrek', 'style', 'sarcasm']"
38458,"['peacemaker', 'critical', 'reminder', 'nothing', 'quite', 'dynamic', 'fully', 'bloom', 'gung', 'widescreen', 'descent', 'possible', 'worldwide', 'destruction']"
19960,"['cast', 'include', 'frank', 'sinatra', 'montgomery', 'clift', 'ernest', 'borgnine', 'fine', 'essentially', 'melodrama']"
